|||Sütunlar||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
||2017|4402.0|1031.0|690.0|614.0|38.0|45.0|||347.0|0.0|721.0|114.0|0.0|386.0|2.0|0.0|15.0||||1381.0|1451.0|362.0|383.0|38.0|40.0|||5.0|21.0|26.0|3.0|6.0|113.0|69.0|149.0||||||||445.0|1064.0|983.0|9598.0|510.0||||||1782.0|1310.0|1040.0|11484.0|584.0|||
||2018|4329.0|1037.0|689.0|570.0|39.0|47.0|0.0|4.0|275.0|0.0|675.0|97.0|0.0|356.0|1.0|0.0|13.0|0.0|0.0|1.0|1293.0|1400.0|353.0|354.0|35.0|37.0|0.0|0.0|4.0|20.0|24.0|2.0|5.0|114.0|64.0|136.0||||||||432.0|1030.0|988.0|8951.0|399.0||||||1850.0|1396.0|1814.0|13128.0|612.0|||
||2019|4152.0|1048.0|693.0|580.0|27.0|28.0|4.0|0.0|265.0|0.0|625.0|95.0|0.0|327.0|2.0|0.0|8.0|1.0|0.0|0.0|1245.0|1363.0|345.0|349.0|13.0|11.0|0.0|0.0|5.0|16.0|21.0|1.0|4.0|105.0|60.0|128.0||||||||452.0|1010.0|1045.0|8208.0|385.0||||||2030.0|1510.0|1910.0|12490.0|560.0|||
||2020|4222.0|1077.0|711.0|598.0|25.0|26.0|4.0|0.0|242.0|0.0|694.0|86.0|0.0|335.0|1.0|0.0|7.0|1.0|0.0|0.0|1267.0|1379.0|351.0|355.0|11.0|11.0|0.0|0.0|1.0|7.0|2.0|0.0|1.0|8.0|3.0|266.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|540.0|1215.0|1235.0|9620.0|442.0|0.0|0.0|0.0|0.0|0.0|2141.0|1615.0|2050.0|14735.0|595.0|0.0|0.0|
||2021|3566.0|1009.0|891.0|563.0|24.0|20.0|4.0|0.0|193.0|0.0|626.0|69.0|0.0|306.0|3.0|0.0|6.0|1.0|0.0|0.0|1249.0|1276.0|333.0|342.0|10.0|9.0|0.0|0.0|0.0|6.0|3.0|0.0|0.0|9.0|0.0|265.0|||0.0|0.0|0.0|0.0|0.0|547.0|1165.0|1175.0|9017.0|415.0|0.0|0.0|0.0|0.0|0.0|1302.0|1008.0|1251.0|8784.0|336.0|||
|Konya(Çeltik)-1902|2015|1350.0|105.0|355.0|75.0|100.0|10.0|||205.0|0.0|755.0|200.0|0.0|350.0|0.0|0.0|55.0||||510.0|120.0|215.0|80.0|15.0|5.0|||6.0|4.0|2.0|3.0|||5.0|20.0|||3600.0|680.0|5100.0|8200.0|320.0|4500.0|300.0|5400.0|9250.0|520.0||||||150.0|34.0|756.0|548.0|312.0|||
||2016|1350.0|105.0|355.0|75.0|100.0|10.0|||190.0|0.0|500.0|180.0|0.0|250.0|0.0|0.0|50.0||||520.0|150.0|210.0|100.0|10.0|7.0|||6.0|4.0|2.0|3.0|||5.0|20.0|||3400.0|700.0|5100.0|8200.0|300.0|4300.0|500.0|5400.0|9250.0|500.0||||||150.0|50.0|800.0|600.0|200.0|||
||2017|1060.0|110.0|300.0|80.0|105.0|12.0|||200.0|0.0|440.0|150.0|0.0|200.0|0.0|0.0|48.0||||500.0|125.0|200.0|115.0|12.0|5.0|||1.0|1.0|0.0|0.0|||5.0|20.0|||3000.0|740.0|4250.0|6250.0|310.0|2100.0|1500.0|3600.0|6000.0|200.0||||||120.0|70.0|100.0|550.0|150.0|||
||2018|1100.0|100.0|315.0|81.0|||||15.0|0.0|385.0|7.0|0.0|210.0|||||||450.0|180.0|207.0|129.0|||||2.0|2.0|0.0|0.0|||9.0|22.0|||3170.0|760.0|4650.0|6750.0|305.0|2400.0|1700.0|4000.0|6650.0|240.0||||||448.0|280.0|225.0|780.0|50.0|||
||2019|450.0|48.0|400.0|40.0|||||14.0|0.0|52.0|6.0|0.0|120.0|||||||170.0|140.0|160.0|130.0|||||2.0|2.0|0.0|0.0|||12.0|30.0|||3250.0|780.0|4890.0|6970.0|350.0|2650.0|1800.0|4200.0|6950.0|270.0||||||421.0|250.0|198.0|712.0|14.0|||
