|||Sütunlar||||
Satırlar|||||||
|||||||
|||Alçak Tünel - Dekar|Cam Sera - Dekar|Plastik Sera - Dekar|Yüksek Tünel - Dekar|
||2012|87.0|0.0|46.0|268.0|
||2013|81.0|1.0|60.0|254.0|
||2014|59.0|1.0|62.0|246.0|
||2015|59.0|1.0|62.0|234.0|
||2016|58.0|1.0|64.0|234.0|
||2017|58.0|1.0|64.0|238.0|
||2018|58.0|1.0|64.0|234.0|
||2019|58.0|1.0|66.0|234.0|
||2020|55.0|1.0|67.0|211.0|
||2021|50.0|1.0|70.0|204.0|
|Şırnak-73|2004|0.0|0.0|13.0|0.0|
||2005|0.0|0.0|13.0|0.0|
||2006|0.0|0.0|14.0|0.0|
||2007|0.0|0.0|1.0|0.0|
||2008|0.0|0.0|1.0|0.0|
||2009|0.0|0.0|0.0|0.0|
||2010|0.0|0.0|0.0|0.0|
||2011|0.0|0.0|0.0|0.0|
||2012|0.0|0.0|0.0|0.0|
||2013|0.0|0.0|0.0|0.0|
||2014|0.0|0.0|0.0|0.0|
||2015|0.0|0.0|0.0|0.0|
||2016|0.0|0.0|0.0|0.0|
||2017|0.0|0.0|0.0|0.0|
||2018|0.0|0.0|0.0|0.0|
||2019|0.0|0.0|0.0|0.0|
||2020|0.0|0.0|0.0|0.0|
||2021|0.0|0.0|0.0|0.0|
|Sivas-58|2004|2.0|0.0|12.0|44.0|
||2005|2.0|0.0|14.0|41.0|
||2006|0.0|1.0|14.0|39.0|
||2007|0.0|0.0|0.0|47.0|
||2008|0.0|0.0|0.0|50.0|
||2009|0.0|0.0|0.0|49.0|
||2010|0.0|0.0|0.0|83.0|
||2011|0.0|0.0|0.0|50.0|
||2012|0.0|0.0|0.0|75.0|
||2013|0.0|0.0|0.0|82.0|
||2014|0.0|0.0|0.0|87.0|
||2015|0.0|0.0|0.0|119.0|
||2016|0.0|0.0|0.0|133.0|
||2017|0.0|0.0|0.0|149.0|
||2018|0.0|0.0|0.0|160.0|
||2019|0.0|0.0|0.0|173.0|
||2020|0.0|0.0|0.0|201.0|
||2021|0.0|0.0|0.0|279.0|
|Tekirdağ-59|2004|1.0|1.0|18.0|49.0|
||2005|4.0|1.0|47.0|38.0|
||2006|4.0|1.0|20.0|67.0|
||2007|0.0|0.0|18.0|58.0|
||2008|2.0|0.0|9.0|93.0|
||2009|3.0|44.0|10.0|70.0|
||2010|1.0|90.0|21.0|76.0|
||2011|1.0|90.4|32.8|74.5|
||2012|2.0|90.1|8.0|109.9|
||2013|5.0|90.0|8.0|135.5|
||2014|5.0|90.0|1.0|162.5|
||2015|4.0|92.0|0.0|191.5|
||2016|5.0|92.0|2.0|197.5|
||2017|5.0|92.0|2.0|212.5|
||2018|5.0|93.0|36.0|184.5|
||2019|5.0|93.0|35.0|183.5|
||2020|6.0|99.0|36.0|172.5|
||2021|4.0|97.0|0.0|203.0|
|Tokat-60|2004|544.0|3.0|403.0|184.0|
||2005|738.0|3.0|310.0|203.0|
||2006|255.0|3.0|211.0|150.0|
||2007|254.0|2.0|186.0|135.0|
||2008|224.0|5.0|252.0|135.0|
||2009|9.0|1.0|385.0|204.0|
||2010|47.0|4.0|284.0|147.0|
||2011|52.0|5.3|380.0|147.0|
||2012|50.0|5.3|407.5|150.5|
||2013|51.0|5.3|409.2|144.5|
||2014|46.0|5.3|480.2|125.6|
||2015|46.0|5.3|593.2|135.6|
||2016|41.0|5.3|726.5|130.6|
||2017|35.0|5.3|943.8|128.6|
||2018|35.0|5.3|994.6|123.6|
||2019|30.0|4.3|1016.6|118.6|
||2020|0.0|1.3|1608.9|154.7|
||2021|0.0|1.3|1239.9|105.7|
|Trabzon-61|2004|0.0|0.0|84.0|0.0|
||2005|0.0|0.0|87.0|0.0|
||2006|0.0|0.0|98.0|0.0|
||2007|0.0|0.0|109.0|0.0|
||2008|0.0|0.0|114.0|0.0|
||2009|0.0|0.0|111.0|0.0|
||2010|0.0|0.0|118.0|0.0|
||2011|0.0|0.0|141.0|0.0|
||2012|0.0|0.0|102.0|0.0|
||2013|0.0|0.0|110.0|0.0|
||2014|0.0|0.0|122.0|0.0|
||2015|0.0|0.0|120.0|0.0|
||2016|0.0|0.0|142.0|0.0|
||2017|0.0|0.0|178.0|0.0|
||2018|0.0|0.0|189.0|0.0|
||2019|0.0|0.0|201.0|0.0|
||2020|0.0|0.0|214.0|0.0|
||2021|0.0|0.0|163.0|0.0|
|Tunceli-62|2004|0.0|0.0|8.0|0.0|
||2005|0.0|0.0|6.0|0.0|
||2006|0.0|0.0|4.0|0.0|
||2007|0.0|0.0|4.0|0.0|
||2008|0.0|0.0|6.0|0.0|
||2009|0.0|0.0|5.0|0.0|
||2010|0.0|0.0|4.0|0.0|
||2011|0.0|0.0|4.0|0.0|
||2012|0.0|0.0|6.0|0.0|
||2013|0.0|0.0|6.0|0.0|
||2014|0.0|0.0|6.0|0.0|
||2015|0.0|0.0|6.0|0.0|
||2016|0.0|0.0|4.0|0.0|
||2017|0.0|0.0|5.0|0.0|
||2018|0.0|0.0|5.0|0.0|
||2019|0.0|0.0|6.0|0.0|
||2020|0.0|0.0|10.0|0.0|
||2021|0.0|0.0|4.0|0.0|
|Uşak-64|2004|0.0|0.0|0.0|181.0|
||2005|0.0|0.0|0.0|183.0|
||2006|0.0|0.0|68.0|92.0|
||2007|0.0|0.0|0.0|151.0|
||2008|0.0|0.0|0.0|278.0|
||2009|0.0|0.0|0.0|337.0|
||2010|0.0|0.0|0.0|389.0|
||2011|0.0|0.0|0.0|367.0|
||2012|0.0|0.0|1.0|385.0|
||2013|0.0|0.0|1.0|504.0|
||2014|0.0|0.0|1.0|405.0|
||2015|0.0|0.0|1.0|404.0|
||2016|0.0|35.0|0.0|535.0|
||2017|0.0|35.0|0.0|539.0|
||2018|0.0|68.0|0.0|556.0|
||2019|0.0|68.0|0.0|556.0|
||2020|0.0|68.0|0.0|567.0|
||2021|0.0|68.0|0.0|567.0|
|Van-65|2004|0.0|0.0|0.0|45.0|
||2005|0.0|0.0|0.0|45.0|
||2006|0.0|0.0|0.0|47.0|
||2007|0.0|0.0|0.0|47.0|
||2008|0.0|0.0|0.0|47.0|
||2009|0.0|0.0|0.0|45.0|
||2010|0.0|0.0|50.0|28.0|
||2011|0.0|0.0|50.0|22.0|
||2012|0.0|0.0|12.0|67.0|
||2013|0.0|0.0|23.0|30.0|
||2014|0.0|0.0|15.0|0.0|
||2015|0.0|0.0|50.0|0.0|
||2016|10.0|0.0|45.0|32.0|
||2017|10.0|0.0|103.0|42.0|
||2018|10.0|0.0|106.0|42.0|
||2019|15.0|0.0|106.0|42.0|
||2020|17.0|0.0|127.0|42.0|
||2021|15.0|0.0|136.0|32.0|
|Yalova-77|2004|0.0|98.0|1922.0|0.0|
||2005|0.0|98.0|1886.0|0.0|
||2006|0.0|4.0|435.0|2121.0|
||2007|0.0|0.0|191.0|1910.0|
||2008|40.0|8.0|244.0|2418.0|
||2009|0.0|5.0|180.0|1933.0|
||2010|0.0|10.0|316.0|1426.0|
||2011|32.2|130.0|1136.2|2060.6|
||2012|32.2|130.0|1191.6|3271.1|
||2013|2.7|152.4|843.5|3739.3|
||2014|2.7|152.9|880.1|2694.2|
||2015|2.7|154.4|889.4|2607.0|
||2016|2.7|138.7|880.1|2556.9|
||2017|2.7|146.8|1021.1|2489.3|
||2018|2.7|155.8|1015.3|2574.1|
||2019|2.7|138.8|1024.7|2713.1|
||2020|3.3|127.7|1030.4|2411.5|
||2021|3.3|127.7|1119.7|2577.2|
|Yozgat-66|2004|0.0|0.0|0.0|36.0|
||2005|0.0|0.0|0.0|34.0|
||2006|0.0|0.0|0.0|22.0|
||2007|0.0|0.0|0.0|10.0|
||2008|0.0|0.0|0.0|7.0|
||2009|0.0|0.0|0.0|9.0|
||2010|0.0|0.0|10.0|9.0|
||2011|0.0|0.0|15.0|9.0|
||2012|0.0|0.0|25.0|9.0|
||2013|0.0|0.0|25.0|9.0|
||2014|0.0|0.0|25.0|16.0|
||2015|0.0|0.0|25.0|16.0|
||2016|0.0|0.0|25.0|8.0|
||2017|0.0|0.0|25.0|6.0|
||2018|0.0|0.0|25.0|3.0|
||2019|0.0|25.0|0.0|3.0|
||2020|0.0|0.0|82.0|4.0|
||2021|0.0|0.0|118.0|11.0|
|Zonguldak-67|2004|415.0|0.0|222.0|226.0|
||2005|413.0|0.0|361.0|299.0|
||2006|413.0|0.0|363.0|316.0|
||2007|22.0|0.0|405.0|255.0|
||2008|22.0|0.0|410.0|255.0|
||2009|10.0|0.0|424.0|237.0|
||2010|25.0|0.0|296.0|524.0|
||2011|24.0|0.0|304.2|532.0|
||2012|9.0|0.0|332.0|574.0|
||2013|10.0|0.0|340.2|594.0|
||2014|10.0|0.0|364.2|609.0|
||2015|10.0|0.0|381.2|608.0|
||2016|10.0|0.0|468.2|609.0|
||2017|10.0|0.0|497.2|624.0|
||2018|10.0|0.0|498.2|630.0|
||2019|30.0|0.0|498.2|725.0|
||2020|22.0|0.0|680.2|755.0|
||2021|22.0|0.0|655.2|780.0|
|||||||
