|||Sütunlar|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
||2017|713.0||1802.0|1546.0||||32.0|||||||||||154.0|125.0||75.0|32.0|33.0|31.0|31.0|29.0|28.0|38.0|39.0|40.0|34.0||10.0|11.0|8.0||756.0|1179.0|||19.0|14.0|27.0|5.0||25.0||22.0|24.0|32.0|5.0|9.0|||||||160.0|||113.0|
||2018|1279.0||2039.0|1410.0||||32.0|||||||||||160.0|127.0||78.0|53.0|34.0|32.0|27.0|29.0|31.0|37.0|40.0|41.0|36.0||10.0|12.0|8.0||756.0|1207.0|||18.0|10.0|23.0|5.0||22.0||18.0|31.0|32.0|6.0|9.0|||||||160.0|||108.0|
||2019|1089.0||1850.0|1597.0||||31.0|||||||||||158.0|127.0||79.0|54.0|34.0|31.0|28.0|31.0|31.0|37.0|39.0|38.0|35.0||10.0|11.0|9.0||760.0|1181.0|||17.0|13.0|25.0|5.0||19.0||18.0|30.0|32.0|8.0|5.0|||||||167.0|||108.0|
||2020|1132.0||1633.0|1479.0||||27.0|||||||||||195.0|131.0||87.0|55.0|36.0|47.0|35.0|31.0|34.0|40.0|43.0|47.0|36.0||10.0|11.0|11.0||760.0|1444.0|||18.0|14.0|25.0|5.0||22.0||18.0|32.0|31.0|17.0|14.0|||||||105.0|||118.0|
||2021|1066.0||1749.0|1310.0||||28.0|||||||||||118.0|93.0||76.0|60.0|39.0|42.0|56.0|31.0|35.0|40.0|47.0|49.0|54.0||9.0|12.0|16.0||760.0|1786.0|||19.0|16.0|23.0|2.0||25.0||17.0|35.0|33.0|28.0|46.0|||||||190.0|||150.0|
|İstanbul-34|2004|1009.0||0.0|900.0||||19.0|||||||||||28.0|49.0|34.0|22.0|25.0|24.0|30.0|22.0|14.0|14.0|15.0|13.0|34.0|19.0|0.0|5.0|20.0||32.0|800.0|600.0|||18.0|12.0||1.0||20.0||10.0|14.0|19.0|24.0||||||||||||
||2005|930.0||1200.0|800.0||||19.0|||||||||||28.0|38.0|34.0|23.0|23.0|22.0|27.0|22.0|14.0|14.0|14.0|14.0|19.0|19.0|0.0|6.0|13.0||32.0|1100.0|400.0|||18.0|12.0|10.0|1.0||18.0||12.0|16.0|19.0|11.0||||||||||||
||2006|1050.0||117.0|900.0||||24.0|||||||||||27.0|38.0|13.0|20.0|21.0|23.0|24.0|19.0|15.0|17.0|15.0|16.0||23.0|12.0|6.0|20.0||17.0||2000.0|||26.0|11.0|10.0|1.0||14.0||9.0|15.0|20.0|||||||||||||
||2007|1067.0||1451.0|692.0||||24.0|||||||||||22.0|38.0|13.0|13.0|21.0|19.0|26.0|17.0|15.0|14.0|15.0|16.0||22.0|10.0|5.0|20.0||14.0|500.0|2000.0|||18.0|11.0|12.0|1.0||14.0||7.0|11.0|20.0|||||||||||||
||2008|1200.0||1610.0|738.0||||19.0|||||||||||25.0|40.0|13.0|21.0|21.0|19.0|26.0|21.0|15.0|15.0|15.0|16.0||23.0|10.0|6.0|20.0||14.0|500.0|2400.0|||19.0|11.0|10.0|1.0||15.0||7.0|14.0|20.0|||||||||||||
||2009|611.0|600.0|1105.0|600.0||||24.0|||||||||||31.0|33.0|13.0|26.0|23.0|18.0|24.0|20.0|15.0|16.0|14.0|15.0||21.0|10.0|8.0|20.0||31.0|500.0|2000.0|||17.0|11.0|15.0|1.0||21.0||7.0|18.0|22.0|||||||||||||
||2010|1019.0|1000.0|1168.0|600.0||||19.0|||||||||||32.0|32.0||30.0|18.0|20.0|27.0|20.0|15.0|15.0|14.0|15.0||21.0|0.0||16.0||35.0||1000.0|||17.0|10.0|10.0|1.0||21.0||9.0|10.0|20.0|||||||||||||
||2011|1019.0|1000.0|1159.0|780.0||||20.0|||||||||||37.0|30.0||35.0|26.0|21.0|59.0|22.0|20.0|12.0|22.0|21.0||25.0|0.0||17.0||28.0|200.0|1167.0|||20.0|10.0|11.0|1.0||19.0||13.0|9.0|19.0|||||||||||||
||2012|1019.0|1000.0|1512.0|600.0||||20.0|||||||||||32.0|32.0||35.0|26.0|20.0|36.0|22.0|30.0|15.0|22.0|25.0||25.0|0.0||31.0||28.0|222.0|1167.0||629.0|20.0|10.0|10.0|1.0||20.0||13.0|14.0|19.0|||||||||||||
||2013|981.0|1000.0|1109.0|700.0||||9.0|||||||||||31.0|28.0||37.0|23.0|19.0|36.0|21.0|30.0|15.0|22.0|25.0||23.0|0.0||29.0||31.0|222.0|1200.0|480.0|600.0|19.0|19.0|10.0|1.0||17.0||13.0|18.0|1.0|||||||||||||
||2014|963.0|1000.0|1088.0|700.0||||19.0|||||||||||26.0|23.0||34.0|27.0|22.0|36.0|21.0||14.0|29.0|27.0||22.0|0.0||31.0||38.0|222.0|1250.0|560.0|600.0|20.0|19.0|10.0|1.0||18.0||5.0|18.0|19.0|||||||||||||
||2015|741.0|1000.0|1088.0|700.0||||20.0|||||||||||25.0|22.0||34.0|27.0|22.0|31.0|21.0||15.0|29.0|27.0||22.0|0.0||31.0||39.0|222.0|1250.0|400.0|429.0|20.0|19.0|8.0|1.0||16.0||5.0|17.0|19.0|||||||||||||
||2016|907.0|1000.0|1079.0|800.0||||22.0|||||||||||22.0|18.0||34.0|23.0|20.0|25.0|20.0||14.0|29.0|26.0||24.0|0.0||31.0||40.0|222.0|1250.0|720.0|286.0|21.0|17.0|9.0|1.0||14.0||5.0|17.0|19.0|||||||||||||
||2017|1407.0|1451.0|858.0|||||19.0|||||||||||23.0|20.0||36.0|22.0|22.0|36.0|19.0||11.0|30.0|19.0||22.0|0.0||13.0||35.0|222.0|1250.0|520.0|286.0|20.0|9.0|8.0|1.0||13.0||5.0|19.0|18.0|||||||||||||
||2018|1214.0|1163.0|1006.0|||||19.0|||||||||||24.0|21.0||35.0|22.0|21.0|37.0|21.0||12.0|30.0|20.0||22.0|||13.0||39.0|222.0|1250.0|680.0|286.0|21.0|8.0|9.0|2.0||13.0||5.0|19.0|18.0|||||||||||||
||2019|1019.0|1363.0|988.0|||||19.0|||||||||||23.0|21.0||35.0|16.0|21.0|37.0|23.0||11.0|30.0|20.0||22.0|||13.0||42.0|222.0|1250.0|720.0|286.0|20.0|5.0|6.0|3.0||9.0||0.0|15.0|18.0|||||||||||||
||2020|1000.0|1350.0|819.0|||||18.0|||||||||||23.0|20.0||35.0|16.0|21.0|37.0|22.0||12.0|30.0|20.0||24.0|||13.0||42.0|222.0|2000.0|760.0|286.0|20.0|5.0|5.0|3.0||11.0||7.0|12.0|20.0|||||||||||||
||2021|907.0|1213.0|733.0|||||19.0|||||||||||21.0|18.0||35.0|11.0|20.0|37.0|22.0||12.0|30.0|19.0||24.0|||13.0||43.0||1250.0|760.0||19.0|2.0|3.0|3.0||11.0||8.0|10.0|20.0|||||||||||||
|İzmir-35|2004|890.0|863.0|837.0|405.0|859.0|||29.0||30.0|48.0|30.0|41.0|74.0|39.0||30.0||26.0|26.0|30.0||23.0|20.0|23.0|27.0|20.0|29.0|22.0|38.0|32.0|23.0|||11.0||0.0|1500.0|3439.0|||15.0|9.0|29.0||5.0|25.0||10.0|22.0|34.0|23.0|18.0|||63.0||||381.0||||
||2005|890.0|853.0|871.0|405.0|849.0|||30.0||33.0|45.0|30.0|42.0|66.0|39.0||35.0||26.0|26.0|30.0||23.0|20.0|24.0|27.0|20.0|26.0|22.0|38.0|30.0|23.0|||8.0||5.0|1500.0|3462.0|||15.0|10.0|30.0||5.0|26.0||11.0|24.0|34.0|7.0|6.0|||41.0||||397.0||||
||2006|872.0|855.0|1592.0|989.0|656.0|||20.0||36.0|45.0|31.0|40.0|71.0|39.0||36.0||25.0|26.0|30.0||23.0|20.0|24.0|27.0|20.0|29.0|20.0|38.0|30.0|23.0|||11.0||5.0||3474.0|||15.0|10.0|29.0||5.0|26.0||11.0|25.0|35.0|27.0|19.0|||41.0||||484.0||||
||2007|792.0|969.0|749.0|999.0|508.0|||16.0||31.0|46.0|30.0|34.0|58.0|33.0||33.0||22.0|25.0|30.0|8.0|25.0|19.0|25.0|28.0|20.0|33.0|18.0|40.0|27.0|25.0|||10.0||0.0|3000.0|3222.0|||14.0|11.0|28.0||3.0|23.0||11.0|20.0|25.0|9.0|7.0|||40.0||||385.0||||
||2008|895.0|1114.0|937.0|1068.0|830.0|||17.0||32.0|48.0|31.0|32.0|58.0|32.0||35.0||26.0|25.0|30.0|23.0|25.0|21.0|26.0|29.0|20.0|15.0|19.0|41.0|26.0|26.0|||11.0||5.0|1600.0|3505.0|||17.0|13.0|28.0||5.0|26.0||11.0|25.0|29.0|20.0|17.0|||42.0||||484.0||||
